chr	start	end	Gene	Genomic coordinates (hg19)	GC	meanMappability	Mim Number	MIM Phenotypes	MIM Inheritance
chr2	73830368	73830431	ALMS1	chr2:73830368-73830431	0.453125	0.68254	606844	"Alstrom syndrome, 203800 (3)"	AR
chr2	109345588	109345655	RANBP2	chr2:109345588-109345655	0.279411765	0.171642	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109347230	109347341	RANBP2	chr2:109347230-109347341	0.383928571	0.596847	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109347778	109347930	RANBP2	chr2:109347778-109347930	0.366013072	0.322368	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109351988	109352218	RANBP2	chr2:109351988-109352218	0.432900433	0.342391	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109352560	109352705	RANBP2	chr2:109352560-109352705	0.417808219	0.268966	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109356945	109357137	RANBP2	chr2:109356945-109357137	0.409326425	0.447917	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109363167	109363254	RANBP2	chr2:109363167-109363254	0.420454545	0	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109365376	109365585	RANBP2	chr2:109365376-109365585	0.385714286	0.511962	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109367720	109367901	RANBP2	chr2:109367720-109367901	0.406593407	0.201657	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109367984	109368159	RANBP2	chr2:109367984-109368159	0.420454545	0.0657143	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109368327	109368450	RANBP2	chr2:109368327-109368450	0.435483871	0.468157	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109369454	109369615	RANBP2	chr2:109369454-109369615	0.333333333	0.139752	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109369882	109370019	RANBP2	chr2:109369882-109370019	0.333333333	0.153285	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109370281	109370427	RANBP2	chr2:109370281-109370427	0.353741497	0.184932	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109371361	109371540	RANBP2	chr2:109371361-109371540	0.4	0.360335	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109371632	109371715	RANBP2	chr2:109371632-109371715	0.404761905	0.438755	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109374869	109375004	RANBP2	chr2:109374869-109375004	0.470588235	0.6	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109378557	109378651	RANBP2	chr2:109378557-109378651	0.421052632	0	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	109379693	109384844	RANBP2	chr2:109379693-109384844	0.407026398	0.654938	601181	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3)"	AD
chr2	129025736	129026444	HS6ST1	chr2:129025736-129026444	0.640338505	0.69774	604846	"{Hypogonadotropic hypogonadism 15 with or without anosmia}, 614880 (3)"	AD
chr2	129075611	129076137	HS6ST1	chr2:129075611-129076137	0.700189753	0.649873	604846	"{Hypogonadotropic hypogonadism 15 with or without anosmia}, 614880 (3)"	AD
chr2	131350450	131350649	CFC1	chr2:131350450-131350649	0.73	0.5	605194	"Heterotaxy, visceral, 2, autosomal, 605376 (3)"	AD
chr2	131355067	131355176	CFC1	chr2:131355067-131355176	0.709090909	0.5	605194	"Heterotaxy, visceral, 2, autosomal, 605376 (3)"	AD
chr2	131355441	131355555	CFC1	chr2:131355441-131355555	0.72173913	0.5	605194	"Heterotaxy, visceral, 2, autosomal, 605376 (3)"	AD
chr2	131356215	131356388	CFC1	chr2:131356215-131356388	0.609195402	0.563584	605194	"Heterotaxy, visceral, 2, autosomal, 605376 (3)"	AD
chr2	131356483	131356532	CFC1	chr2:131356483-131356532	0.4	0.5	605194	"Heterotaxy, visceral, 2, autosomal, 605376 (3)"	AD
chr2	131356838	131356860	CFC1	chr2:131356838-131356860	0.565217391	0.5	605194	"Heterotaxy, visceral, 2, autosomal, 605376 (3)"	AD
chr2	152435852	152436163	NEB	chr2:152435852-152436163	0.503205128	0.40836	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152437311	152437418	NEB	chr2:152437311-152437418	0.509259259	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152437997	152438101	NEB	chr2:152437997-152438101	0.504761905	0.413462	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152438978	152439181	NEB	chr2:152438978-152439181	0.465686275	0.362069	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152439969	152440280	NEB	chr2:152439969-152440280	0.46474359	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152442021	152442128	NEB	chr2:152442021-152442128	0.462962963	0.38785	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152442919	152443023	NEB	chr2:152442919-152443023	0.438095238	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152443888	152444091	NEB	chr2:152443888-152444091	0.485294118	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152446403	152446714	NEB	chr2:152446403-152446714	0.5	0.35209	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152447862	152447969	NEB	chr2:152447862-152447969	0.5	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152448548	152448652	NEB	chr2:152448548-152448652	0.485714286	0.653846	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152449530	152449733	NEB	chr2:152449530-152449733	0.465686275	0.362069	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152450521	152450832	NEB	chr2:152450521-152450832	0.46474359	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152452574	152452681	NEB	chr2:152452574-152452681	0.462962963	0.38785	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152453472	152453576	NEB	chr2:152453472-152453576	0.438095238	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152454441	152454644	NEB	chr2:152454441-152454644	0.485294118	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152456956	152457267	NEB	chr2:152456956-152457267	0.5	0.35209	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152458415	152458522	NEB	chr2:152458415-152458522	0.509259259	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152459101	152459205	NEB	chr2:152459101-152459205	0.504761905	0.413462	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152460083	152460286	NEB	chr2:152460083-152460286	0.470588235	0.448276	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152461074	152461385	NEB	chr2:152461074-152461385	0.46474359	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152463120	152463227	NEB	chr2:152463120-152463227	0.472222222	0.551402	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152464018	152464122	NEB	chr2:152464018-152464122	0.438095238	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152464987	152465190	NEB	chr2:152464987-152465190	0.485294118	0.333333	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152496869	152497180	NEB	chr2:152496869-152497180	0.551282051	0.744373	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	152500332	152500643	NEB	chr2:152500332-152500643	0.548076923	0.735263	161650	"Nemaline myopathy 2, AR, 256030 (3)"	AR
chr2	167133493	167133849	SCN9A	chr2:167133493-167133849	0.478991597	0.718867	603415	"{Dravet syndrome, modifier of}, 607208 (3)/ Epilepsy, generalized, with febrile seizures plus, type 7, 613863 (3)/ Erythermalgia, primary, 133020 (3)/ Febrile seizures, familial, 3B, 613863 (3)/ HSAN2D, AR, 243000 (3)/ Insensitivity to pain, congenital, 243000 (3)/ Paroxysmal extreme pain disorder,, 167400 (3)/ Small fiber neuropathy, 133020 (3)"	AD/AD/AD/AD/AR/AR/AD/AD
chr2	179516823	179516906	TTN	chr2:179516823-179516906	0.547619048	0.748996	188840	"Cardiomyopathy, dilated, 1G, 604145 (3)/ Cardiomyopathy, familial hypertrophic, 9, 613765 (3)/ Muscular dystrophy, limb-girdle, type 2J, 608807 (3)/ Myopathy, proximal, with early respiratory muscle involvement, 603689 (3)/ Salih myopathy, 611705 (3)/ Tibial muscular dystrophy, tardive, 600334 (3)"	/AD/AR//AR/AD
chr2	179516991	179517074	TTN	chr2:179516991-179517074	0.5	0.433735	188840	"Cardiomyopathy, dilated, 1G, 604145 (3)/ Cardiomyopathy, familial hypertrophic, 9, 613765 (3)/ Muscular dystrophy, limb-girdle, type 2J, 608807 (3)/ Myopathy, proximal, with early respiratory muscle involvement, 603689 (3)/ Salih myopathy, 611705 (3)/ Tibial muscular dystrophy, tardive, 600334 (3)"	/AD/AR//AR/AD
chr2	179523732	179523815	TTN	chr2:179523732-179523815	0.55952381	0.353414	188840	"Cardiomyopathy, dilated, 1G, 604145 (3)/ Cardiomyopathy, familial hypertrophic, 9, 613765 (3)/ Muscular dystrophy, limb-girdle, type 2J, 608807 (3)/ Myopathy, proximal, with early respiratory muscle involvement, 603689 (3)/ Salih myopathy, 611705 (3)/ Tibial muscular dystrophy, tardive, 600334 (3)"	/AD/AR//AR/AD
chr2	179523899	179523982	TTN	chr2:179523899-179523982	0.5	0.247992	188840	"Cardiomyopathy, dilated, 1G, 604145 (3)/ Cardiomyopathy, familial hypertrophic, 9, 613765 (3)/ Muscular dystrophy, limb-girdle, type 2J, 608807 (3)/ Myopathy, proximal, with early respiratory muscle involvement, 603689 (3)/ Salih myopathy, 611705 (3)/ Tibial muscular dystrophy, tardive, 600334 (3)"	/AD/AR//AR/AD
chr2	179527693	179527782	TTN	chr2:179527693-179527782	0.544444444	0.333333	188840	"Cardiomyopathy, dilated, 1G, 604145 (3)/ Cardiomyopathy, familial hypertrophic, 9, 613765 (3)/ Muscular dystrophy, limb-girdle, type 2J, 608807 (3)/ Myopathy, proximal, with early respiratory muscle involvement, 603689 (3)/ Salih myopathy, 611705 (3)/ Tibial muscular dystrophy, tardive, 600334 (3)"	/AD/AR//AR/AD
chr2	198351770	198351922	HSPD1	chr2:198351770-198351922	0.477124183	0.438596	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	198352582	198352760	HSPD1	chr2:198352582-198352760	0.351955307	0.707865	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	198353041	198353215	HSPD1	chr2:198353041-198353215	0.445714286	0.569923	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	198353726	198353971	HSPD1	chr2:198353726-198353971	0.410569106	0.628912	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	198354921	198355020	HSPD1	chr2:198354921-198355020	0.47	0.696128	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	198358881	198358974	HSPD1	chr2:198358881-198358974	0.29787234	0.71595	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	198360018	198360100	HSPD1	chr2:198360018-198360100	0.421686747	0.430894	118190	"Leukodystrophy, hypomyelinating, 4, 612233 (3)/ Spastic paraplegia 13, AD, 605280 (3)"	AR/AD
chr2	201950182	201950338	NDUFB3	chr2:201950182-201950338	0.401273885	0.717949	603839	"Mitochondrial complex I deficiency, 252010 (3)"	"AR, XLD, Mitochondrial"
chr2	203079080	203079157	SUMO1	chr2:203079080-203079157	0.358974359	0.57684	601912	"Orofacial cleft 10, 613705 (3)"	
chr2	203084755	203084829	SUMO1	chr2:203084755-203084829	0.413333333	0.628378	601912	"Orofacial cleft 10, 613705 (3)"	
chr2	208988836	208989078	CRYGD	chr2:208988836-208989078	0.66255144	0.629132	123690	"Cataract 4, multiple types, 115700 (3)"	AD
chr3	10085168	10085276	FANCD2	chr3:10085168-10085276	0.376146789	0.66821	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10085513	10085548	FANCD2	chr3:10085513-10085548	0.416666667	0.490476	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10088264	10088407	FANCD2	chr3:10088264-10088407	0.402777778	0.632867	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10091058	10091189	FANCD2	chr3:10091058-10091189	0.431818182	0.732824	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10105476	10105595	FANCD2	chr3:10105476-10105595	0.483333333	0.617647	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10106040	10106113	FANCD2	chr3:10106040-10106113	0.5	0.671233	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10106413	10106559	FANCD2	chr3:10106413-10106559	0.496598639	0.739726	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	10114937	10115046	FANCD2	chr3:10114937-10115046	0.427272727	0.729358	613984	"Fanconi anemia, complementation group D2, 227646 (3)"	AR
chr3	23959351	23959522	RPL15	chr3:23959351-23959522	0.593023256	0.409357	604174	"?Diamond-Blackfan anemia 12, 615550 (3)"	AD
chr3	23959931	23960067	RPL15	chr3:23959931-23960067	0.503649635	0.456495	604174	"?Diamond-Blackfan anemia 12, 615550 (3)"	AD
chr3	23960687	23960992	RPL15	chr3:23960687-23960992	0.526143791	0.351093	604174	"?Diamond-Blackfan anemia 12, 615550 (3)"	AD
chr3	39449145	39449277	RPSA	chr3:39449145-39449277	0.466165414	0.246212	150370	"Asplenia, isolated congenital, 271400 (3)"	AD
chr3	39450097	39450215	RPSA	chr3:39450097-39450215	0.470588235	0.665254	150370	"Asplenia, isolated congenital, 271400 (3)"	AD
chr3	39452245	39452490	RPSA	chr3:39452245-39452490	0.552845528	0.146259	150370	"Asplenia, isolated congenital, 271400 (3)"	AD
chr3	39453140	39453268	RPSA	chr3:39453140-39453268	0.550387597	0.310547	150370	"Asplenia, isolated congenital, 271400 (3)"	AD
chr3	39453387	39453552	RPSA	chr3:39453387-39453552	0.524096386	0.490404	150370	"Asplenia, isolated congenital, 271400 (3)"	AD
chr3	39453765	39453859	RPSA	chr3:39453765-39453859	0.578947368	0	150370	"Asplenia, isolated congenital, 271400 (3)"	AD
chr3	49395460	49395711	GPX1	chr3:49395460-49395711	0.694444444	0.703851	138320	"Hemolytic anemia due to glutathione peroxidase deficiency, 614164 (1)"	AR
chr3	53271813	53271836	TKT	chr3:53271813-53271836	0.625	0.181159	191311;606781	"Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3);Short stature, developmental delay, and congenital heart defects, 617044 (3)"	AR;AR
chr3	93593089	93593249	PROS1	chr3:93593089-93593249	0.366459627	0.659375	176880	"Thrombophilia due to protein S deficiency, AD, 612336 (3)/ Thrombophilia due to protein S deficiency, AR, 614514 (3)"	AD/AR
chr3	93598007	93598158	PROS1	chr3:93598007-93598158	0.473684211	0.728477	176880	"Thrombophilia due to protein S deficiency, AD, 612336 (3)/ Thrombophilia due to protein S deficiency, AR, 614514 (3)"	AD/AR
chr3	93619648	93619773	PROS1	chr3:93619648-93619773	0.428571429	0.668	176880	"Thrombophilia due to protein S deficiency, AD, 612336 (3)/ Thrombophilia due to protein S deficiency, AR, 614514 (3)"	AD/AR
chr3	93643084	93643108	PROS1	chr3:93643084-93643108	0.2	0.6875	176880	"Thrombophilia due to protein S deficiency, AD, 612336 (3)/ Thrombophilia due to protein S deficiency, AR, 614514 (3)"	AD/AR
chr3	121514304	121514413	IQCB1	chr3:121514304-121514413	0.409090909	0.642202	609237	"Senior-Loken syndrome 5, 609254 (3)"	AR
chr3	129200373	129200537	IFT122	chr3:129200373-129200537	0.515151515	0.573171	606045	"Cranioectodermal dysplasia 1, 218330 (3)"	AR
chr3	129202328	129202525	IFT122	chr3:129202328-129202525	0.565656566	0.713198	606045	"Cranioectodermal dysplasia 1, 218330 (3)"	AR
chr3	129207100	129207240	IFT122	chr3:129207100-129207240	0.482269504	0.707143	606045	"Cranioectodermal dysplasia 1, 218330 (3)"	AR
chr3	129234331	129234442	IFT122	chr3:129234331-129234442	0.598214286	0.5	606045	"Cranioectodermal dysplasia 1, 218330 (3)"	AR
chr3	131186935	131187012	MRPL3	chr3:131186935-131187012	0.346153846	0.727273	607118	"Combined oxidative phosphorylation deficiency 9, 614582 (3)"	AR
chr3	135978018	135978077	PCCB	chr3:135978018-135978077	0.566666667	0.652542	232050	"Propionicacidemia, 606054 (3)"	AR
chr3	155545999	155546166	SLC33A1	chr3:155545999-155546166	0.375	0.667665	603690	"Congenital cataracts, hearing loss, and neurodegeneration, 614482 (3)/ Spastic paraplegia 42, AD, 612539 (3)"	AR/AD
chr3	178935998	178936122	PIK3CA	chr3:178935998-178936122	0.392	0.741935	171834	"Breast cancer, somatic, 114480 (3)/ CLOVE syndrome, somatic, 612918 (3)/ Colorectal cancer, somatic, 114500 (3)/ Cowden syndrome 5, 615108 (3)/ Gastric cancer, somatic, 613659 (3)/ Hepatocellular carcinoma, somatic, 114550 (3)/ Keratosis, seborrheic, somatic, 182000 (3)/ Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic, 602501 (3)/ Nevus, epidermal, somatic, 162900 (3)/ Nonsmall cell lung cancer, somatic, 211980 (3)/ Ovarian cancer, somatic, 167000 (3)"	
chr3	178936984	178937065	PIK3CA	chr3:178936984-178937065	0.390243902	0.746914	171834	"Breast cancer, somatic, 114480 (3)/ CLOVE syndrome, somatic, 612918 (3)/ Colorectal cancer, somatic, 114500 (3)/ Cowden syndrome 5, 615108 (3)/ Gastric cancer, somatic, 613659 (3)/ Hepatocellular carcinoma, somatic, 114550 (3)/ Keratosis, seborrheic, somatic, 182000 (3)/ Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic, 602501 (3)/ Nevus, epidermal, somatic, 162900 (3)/ Nonsmall cell lung cancer, somatic, 211980 (3)/ Ovarian cancer, somatic, 167000 (3)"	
chr3	178937737	178937840	PIK3CA	chr3:178937737-178937840	0.307692308	0.5	171834	"Breast cancer, somatic, 114480 (3)/ CLOVE syndrome, somatic, 612918 (3)/ Colorectal cancer, somatic, 114500 (3)/ Cowden syndrome 5, 615108 (3)/ Gastric cancer, somatic, 613659 (3)/ Hepatocellular carcinoma, somatic, 114550 (3)/ Keratosis, seborrheic, somatic, 182000 (3)/ Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic, 602501 (3)/ Nevus, epidermal, somatic, 162900 (3)/ Nonsmall cell lung cancer, somatic, 211980 (3)/ Ovarian cancer, somatic, 167000 (3)"	
chr3	180702428	180702498	DNAJC19	chr3:180702428-180702498	0.338028169	0.728571	608977	"3-methylglutaconic aciduria, type V, 610198 (3)"	AR
chr3	180704731	180704810	DNAJC19	chr3:180704731-180704810	0.4375	0.700422	608977	"3-methylglutaconic aciduria, type V, 610198 (3)"	AR
chr3	185363319	185363411	IGF2BP2	chr3:185363319-185363411	0.537634409	0.657609	608289	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)"	AD
chr3	185393084	185393219	IGF2BP2	chr3:185393084-185393219	0.463235294	0.738272	608289	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)"	AD
chr3	185540941	185541001	IGF2BP2	chr3:185540941-185541001	0.360655738	0.726389	608289	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)"	AD
chr4	337571	337697	ZNF141	chr4:337571-337697	0.472440945	0.464286	194648	"?Polydactyly, postaxial, type A6, 615226 (3)"	AR
chr4	47972913	47973117	CNGA1	chr4:47972913-47973117	0.507317073	0.514706	123825	"Retinitis pigmentosa 49, 613756 (3)"	
chr4	69416395	69416614	UGT2B17	chr4:69416395-69416614	0.45	0.530822	601903	"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)"	
chr4	69417542	69417629	UGT2B17	chr4:69417542-69417629	0.409090909	0.66092	601903	"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)"	
chr4	69426255	69426386	UGT2B17	chr4:69426255-69426386	0.454545455	0.494911	601903	"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)"	
chr4	69431290	69431438	UGT2B17	chr4:69431290-69431438	0.422818792	0.525901	601903	"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)"	
chr4	83347212	83347282	HNRPDL	chr4:83347212-83347282	0.492957746	0.735714	607137	"Muscular dystrophy, limb-girdle, type 1G, 609115 (3)"	AD
chr4	99802179	99802293	EIF4E	chr4:99802179-99802293	0.434782609	0.589181	133440	"{Autism, susceptibility to, 19}, 615091 (3)"	
chr4	99806073	99806212	EIF4E	chr4:99806073-99806212	0.378571429	0.554556	133440	"{Autism, susceptibility to, 19}, 615091 (3)"	
chr4	99807605	99807697	EIF4E	chr4:99807605-99807697	0.505376344	0.455616	133440	"{Autism, susceptibility to, 19}, 615091 (3)"	
chr4	99808230	99808343	EIF4E	chr4:99808230-99808343	0.456140351	0.625369	133440	"{Autism, susceptibility to, 19}, 615091 (3)"	
